text,label
"Training bulletin TB-SCADA-06/2025: On 09/08/2025, a half-day session will be conducted at OCC, Shastri Park for EMP-2XXX series operators on RTU firmware upgrade procedures from v2.14 to v2.16. Topics include SOE time sync via IRIG-B, redundant server switchover tests, and alarm rationalization per SOP-SCADA-04. Participants must bring badge, safety shoes, and complete pre-read Module SC-PR-02. Budget ₹72,000 approved under Training Head TRN-EL-25.",Engineering
"Tender Corrigendum NMRC/FIN/PROC/T-55/2025 dated 30/08/2025: Bid submission deadline extended to 09/09/2025, 15:00 hrs for procurement of AFC gate spare kits. BOQ revised to include 120 units of barcode scanners (spec BS-2D/IND/2024) and warranty increased to 24 months. Estimated cost revised to ₹4,95,00,000 inclusive of GST; bidders to quote in INR only. All previous terms remain unchanged.",Finance
Quarterly Financial Statement Extract – NMRC Q1 FY 2024-25: Operating revenue ₹79.12 crore; operating expenses ₹64.37 crore; EBITDA ₹14.75 crore; depreciation ₹9.08 crore; finance cost ₹3.21 crore; PAT ₹1.62 crore. Capex additions ₹27.44 crore (AFC gate replacements and rolling stock refurbishment). Cash and bank balance at 30/06/2024 ₹54.03 crore; trade payables >90 days ₹8.19 crore primarily due to dispute on Contract C-12 with M/s Orion Elevators. Provision for doubtful debts increased by ₹36.5 lakh based on ageing analysis policy FIN-AR-2021.,Finance
"OHE Inspection Report: NMRC Section Alpha-2 to Alpha-5 patrolled on 29/06/2025 by EMP-0872/EMP-2010. Contact wire height measured 5.32–5.37 m, stagger ±200 mm, within RDSO TI/SPC/OHE/013. One insulator at location KM 12/4 left cracked; provisional tag PT-OHE-12-4 issued. ATD tension at 25°C recorded 9.7 kN (target 10 kN); re-tension scheduled 01/07/2025. Vendor M/s Kiran Insulators to supply 12 units under PO-NE-24-118, value ₹1,26,400 + GST.",Engineering
Grievance Redressal Meeting Minutes GRM/Nov/2025 held at BMRCL HQ on 20/11/2025: Union representatives of Metro Karmachari Sangh raised issues on night shift allowance for OCC staff and canteen hygiene at RV Road station. Management agreed to a review of Night Shift Allowance slab from ₹120 to ₹150 per shift effective 01/01/2026 subject to Finance concurrence (File FIN/HR/NSA/2025/03). Canteen contractor M/s FreshBite Services warned under Clause 7.2 of Contract No. BMRCL/CATG/2024/11; joint inspection scheduled 28/11/2025.,HR
"Fire Safety System Audit Note: DMRC Line-5, Station Code: SHD. On 15/06/2024, hydrant line pressure at Shaft-2 measured 6.1 bar against required 7.0–8.5 bar per NBC 2016, Part 4. Sprinkler zone SZ-3 had 3 blocked heads; rectification ticket FS-RCT-2316 raised to contractor BlazeGuard Engineers (PO: DMRC/FS/24-118). Diesel pump auto-start test logged at 00:32 min delay; governor recalibration scheduled on 19/06/2024. Interim instruction: Deploy 2 additional 9L foam extinguishers near Concourse Gate C by 17/06/2024.",Safety & Compliance
"Safety Circular No. SC/DMRC/24-089 dated 18/11/2024: During weekly inspection at Rajiv Chowk (RCK), Fire Alarm Control Panel (FACP) Zone-3 showed intermittent ground fault. Vendor: M/s SecureShield Systems (AMC INV: SS/DMRC/2024/1189, ₹1,78,450) has been directed to replace two smoke detectors (IS 2189 compliant) within 72 hours. Station Controller EMP-1423 will log daily readings at 10:00 hrs and 18:00 hrs. Non-compliance beyond 21/11/2024 will attract a penalty as per Clause 6.4 of Contract T-EL/FIRE/2022/17.",Safety & Compliance
"Track Inspection Report: Section Qutub Minar–Saket (DMRC Line 2) inspected on 21/05/2025 using trolley at 10 km/h. Gauge readings within 1,676 ± 4 mm except at km 14/3 where left rail wear measured 3.5 mm vertical, 2.1 mm lateral—approaching limit as per IRPWM 2023. EMP-0773 raised defect ticket TRK-25-521; 18 sleepers (PSC M60) scheduled for tamping and two-field welds for grinding by 28/05/2025 night block 00:50–03:10 hrs. Alert circular issued: CIR/TRK/25/042.",Engineering
"Meeting Minutes (Operations & Revenue) dated 18/09/2025, Venue: OCC Dwarka. Agenda: AFC uptime, ticket stock, and peak hour gate allocation. Noted that Gate 5 at Janakpuri West (JKW) had 96.2% uptime against target 99.5% due to validator PCB failures (Device IDs AFC-JKW-V03, V05). Interim action: reroute entry flow to Gates 2 and 3 during 08:30–09:30 and deploy two TVM attendants (EMP-1742, EMP-2018). Procure 20 PCB sets via Rate Contract RC-AFC-2024-09 at ₹18,750 per unit; expected delivery by 30/09/2025.",Operations
"Accident Investigation Summary AIS/BLR/2025-09 dated 02/09/2025: At 18:15 hrs, a maintenance associate (EMP-3317) sustained a minor laceration while handling a rail fastener near Nayandahalli (NYH) due to improper glove use. First aid provided at site; no lost time injury. Root cause: deviation from PPE SOP-TRK/2020 Rev-3 and inadequate tool tethering. Corrective actions: toolbox talk scheduled on 03/09/2025, procurement of cut-resistant gloves (EN388 level C) under Tender No. BMR/SAFE/25-26/042, and refresher training module ST-07 assignment in LMS by 05/09/2025.",Safety & Compliance
"Training Bulletin TB-OPS-TRC-22/2025: Crew refresher for TR-700 series ATP handling scheduled at Gurgaon Depot on 12/10/2025–13/10/2025. Topics: overspeed protection curves, restricted manual mode, and door interlock faults (Codes DI-03, DI-07). Attendance mandatory for operators EMP-1201 to EMP-1234; failure to attend will bar roster assignment on Line Rapid till 31/10/2025. Assessment passing criterion: 80% with simulator log ID SIM-TRC-0925 attached to personnel file.",Operations
"Training Bulletin TB/DMRC/HS/2024-28 dated 02/08/2024 announces mandatory refresher on electrical lockout-tagout (LOTO) for Rolling Stock staff. Sessions from 06/08/2024 to 09/08/2024 at Shastri Park Depot, Batch size 20, instructors EMP-1784 and EMP-0902. Attendees must carry PPE Type C arc-rated 8 cal/cm²; non-compliance will bar workshop access. Budget allocation ₹1,12,000 under Cost Centre HS-07; attendance tied to appraisal policy AP-12.",Safety & Compliance
"Minutes of Emergency Drill, MMRC Line 3, conducted 09/09/2024 between CSMT (CSM) and Hutatma Chowk (HTC) tunnel section. Scenario: smoke from traction cable tray; response time for first responder team (ERT-02) was 4 min 20 sec. Ventilation fans set to Sacc-2 mode; evac of 62 simulated passengers completed in 11 min to nearest cross-passages CP-3 and CP-4. Observation: two evac stretchers lacked reflective tape; rectification by Depot Stores by 20/09/2024.",Safety & Compliance
"Track Geometry Inspection Minutes: MMRC Line-3, Chainage CH 12+450 to 13+200 checked on 28/06/2025 with trolley TRGY-02. Gauge deviation max +4 mm, cross level variance 6 mm, twist 1/8 m at 1:500 scale meets IRS-T-12. Two PSC sleepers at CH 12+910 observed with hairline cracks near key insert; quarantine tags affixed by EMP-3314. Procurement of 60 Nos. ERC Mk-VI initiated via Indent MMRC/PWAY/IND/2025-116 (₹2.18 lakh). Ultrasonic testing of rails scheduled on 03/07/2025, vendor: RailTech India Pvt. Ltd., WO-RTI/25/073.",Engineering
"Safety Circular SC/BMRCL/OPS/2024/33 issued 26/06/2024: During monsoon, Platform Supervisors at Jayadeva (JYD) and Banashankari (BSK) shall ensure anti-skid mats are deployed and wet floor cones are visible every 10 m. Any water ingress to track area must be reported to OCC within 2 minutes under Incident Code WTR-ING. Trains TR-602 to TR-610 to approach at restricted speed 20 km/h if platform slickness index exceeds Level-2 per IS 14489 guidelines. Non-compliance to attract show-cause to EMP-IDs concerned.",Operations
"Security Protocol Update SPU-NMRC-2024-11 issued 09/09/2024: CISF detachment at Depot Station (DEP) to implement random bag checks (1 in 12) during peak hours and RFID-based contractor entry using badges series CNT-24-xxxx. Access control logs to be retained for 180 days as per MoHUA advisory 04/2023. Any deviation to be reported by Shift In-charge EMP-3176 on Daily Security Log (DSL) with copy to Safety Cell. Budget allocation ₹1,32,000 for additional handheld metal detectors (HHMD) under PO-NMRC-SEC-1189.",Safety & Compliance
"Tunnel Maintenance Bulletin – Kolkata Metro Line-2, Stretch: Sealdah–Phoolbagan, Date: 03/08/2025. Convergence pins CP-07 and CP-09 show cumulative closure of 2.4 mm and 2.1 mm over 6 months; within alert limit 3 mm but trend rising. Segment gasket leak observed at Ring 1245, bolt torque retightened to 260 Nm as per SOP-CIV-12. Sump pump P-2 tripped on thermal at 02:10 hrs; megger tested 1.6 MΩ to earth, motor rewinding recommended. Work Ticket WT-TUN-234 assigned to EMP-3328 with budget ₹68,900. Next survey scheduled 17/08/2025.",Engineering
Incident Report IR-BMRCL-2024-092 filed on 25/07/2024 for door obstruction on TR-301 at Jayanagar (JYN). DCS log shows re-open cycles exceeded 3 within 40 seconds; PA announcement protocol was correctly executed by Train Operator EMP-0483. No injuries reported; 2-minute dwell delay recorded. Root cause suspected: passenger baggage at Door 5 car DM-405; immediate action includes reinforcement of platform marshal deployment during peak (17:30–19:00).,Safety & Compliance
"Safety Circular No. SC/DMRC/24-087 dated 15/10/2025: During routine platform surveillance at Rajiv Chowk (RCK) between 18:20–18:45 hrs, CCTV Camera ID RCK-CAM-23 exhibited intermittent video loss. Vendor M/s NetVision Systems was notified via Ticket NV-34219. All Station Controllers to log camera health checks in Form S-12 daily and report exceptions to OCC by 21:00 hrs. Non-compliance will attract a penalty up to ₹10,000 as per Policy P-SURV/2019/03.",Safety & Compliance
"Incident Report IR/BMRCL/PLAT/2025-233: On 03/11/2025 at 18:27, DM-405 suffered a door re-index fault (Code D13) at Indiranagar (IND). Platform staff EMP-0675 and EMP-3201 executed crowd control per SOP-PLT-05 using cordon tapes and manual PA. Headway stretched from 3:30 to 6:10 minutes for three cycles; timetable adherence dropped to 92.4%. Maintenance bay assignment MB-2 at Baiyappanahalli (BYP) reserved post-20:45; unit cleared for service with restricted door at car M2 as per Tech Note TN-405/11.",Operations
"Audit Note AN/SEC/DMRC/2025-07: Sample verification of 16 cameras at Shastri Park Depot revealed 3 PTZ units (PTZ-AXIS-Q6135) with stuttering due to firmware 10.6.1. Recommendation: upgrade to v10.8.0 and recalibrate presets by 30/11/2025. Non-compliance with SOP-CCTV-03 observed in missing monthly health check forms for Oct 2025. Depot Manager EMP-3312 to submit CAPA with budgetary impact ₹92,000 under Minor Works Code MW-17.",Safety & Compliance
Minutes of Meeting – Cost Control Committee (BMRCL/FIN/CCC/2024/09) held on 10/09/2024 at 11:00 hrs. Decisions: cap monthly OPEX for station housekeeping at ₹1.25 lakh per station; renegotiate diesel generator AMC for Byappanahalli and Mysuru Road to limit escalation to WPI. Energy consumption baseline set at 5.3 kWh/car-km; EMP-1762 to implement TOD tariff shift by 01/10/2024. Savings target ₹7.6 crore for H2 FY 2024-25.,Finance
"Procurement Notice PN/NMRC/HS/2025-11: Sealed quotations invited for 120 nos. Class A ABC fire extinguishers (6 kg) conforming to IS 15683:2018 with wall brackets and initial refilling. Delivery to Noida Sector 51 by 20/12/2025. EMD ₹42,000; performance guarantee 10% of PO value for 12 months. Safety Officer EMP-2764 is tender contact; pre-bid meeting on 03/12/2025 at 11:00 hrs in Security Control Room, Sector-142 Depot.",Safety & Compliance
"Employee Welfare Scheme Notice EWS/DMRC/2025/07: Education Assistance for wards has been revised to ₹35,000 per annum for classes XI–XII and ₹55,000 for undergraduate programs, effective 01/04/2025. Applications with fee receipts and marksheets to be submitted by 30/04/2025 to Welfare Cell, Barakhamba Road Office. Beneficiary example: EMP-3674 approved ₹28,450 for FY 2024-25 under Invoice No. EDU/INV/4551 after verification of PAN and Aadhaar seeding. Disbursements through PFMS mapping code PFMS/DM/WA/2025.",HR
"Accident Report AR/BMRCL/2025/042 dated 01/11/2025: Contractor welder (ID: CW-1456) sustained minor burns while removing seized bolt at Peenya Depot Bay-2 at 15:26 hrs. First aid administered at site; no lost time. Root cause: absence of fire blanket and inadequate hot-work permit compliance; Permit No. HWP-11/01/25 lacked counter-signature of EMP-2604. Corrective Action: mandatory toolbox talk daily 09:00 hrs; procurement of 12 fire blankets (IS 11871 compliant) via PO-PEENYA/FB/2025-33 for ₹48,600.",Safety & Compliance
"Regulatory Compliance Tracker Entry RCT/CMRS/MMRC/2025/07 updated 18/07/2025: CMRS observation O-14 on inadequate signage for wheelchair refuge at CSMIA T2 (T2IA) remains open. Procurement of photoluminescent signs (IS 1239 compliant) awarded to GlowMark Signs via Tender TND/MMRC/SAF/2025/029 for ₹3,92,000. Installation deadline 05/08/2025; penalty clause 1% per day after 7 days delay. Station OIC EMP-2261 to submit photo evidence and lux measurements post-installation.",Safety & Compliance
"Train Testing Note: DM-405 dynamic brake test conducted between Kashmere Gate–Civil Lines on 31/08/2025, 22:45–23:30 hrs. Deceleration achieved 1.14 m/s² at 70→0 km/h, within TS-TR-DBK Rev-4. Wheel slip protection triggered twice at rail adhesion 0.14; sanding system verified. EMI levels at TCMS measured 18 dBμV, passing EN 50121-3-2; data logged under Test ID TT-3108-405. EMP-0456 and vendor M/s Bharat RailTech countersigned the test sheet.",Engineering
"Leave Policy Update BMRCL/HR/Leave/2025-02 dated 10/02/2025: With immediate effect, earned leave accrual is revised to 2.5 days per month for non-executive staff subject to cap of 300 days. Maternity leave enhanced to 26 weeks as per GoI norms; paternity leave 15 days within 6 months of childbirth. Leave encashment ceiling on retirement raised to ₹10,00,000, excluding DA. All requests to be routed through e-HR portal using Leave Workflow LW-EL-2; retrospective applications beyond 60 days will be auto-rejected.",HR
"Audit Note: Cash room reconciliation at Nagasandra (NGS) for 05/08/2025 shows AFC Collection ₹18,47,920 against POS settlement ₹18,47,910; variance ₹10 attributed to rounding at terminal ID POS-NGS-02. Station Manager EMP-0894 provided voucher INV-NGS-1457 from vendor Razorpay dated 05/08/2025. Recommendation: enforce Policy FIN-OPS-11 requiring dual verification before EOD batch close at 22:45 hrs.",Operations
Operational Directive OD/NMRC/2025/SEC-08 effective 01/09/2025: Train guards on TR-228 to TR-245 shall perform door re-close verification using rear cab CCTV prior to departure during peak hours. Any door obstruction to be logged as DO-OBS with timestamp in AVCP. Station GATE-CTRL to maintain platform crowd density below 3.5 persons/m²; deploy additional Q-managers as required. Compliance review on 15/09/2025 by DGM-Operations.,Safety & Compliance
"Attendance Audit Memo AA/HR/ATT/2025-07: Random audit of biometric records at BMRCL Jayanagar Depot (Device JD-01, JD-02) for period 01/05/2025–31/05/2025 revealed 27 instances of out-of-turn manual punches. Employees EMP-1784 and EMP-2331 submitted valid field duty orders (FDO-45/2025, FDO-51/2025) covering 11 instances; remaining 16 instances treated as LOP unless substantiated by 28/07/2025. System patch to disable dual-auth bypass deployed on 18/06/2025.",HR
Customer Complaint Case CC-NMRC-24/771 dated 28/08/2025: Passenger reported overcrowding at Sector 51 during 18:15–18:45. Field survey logged max platform density 4.8 pax/m²; queues spilled near Stair S2. Temporary short-turn introduced for TR-219 at Noida City Centre to restore headway to 2.75 min. Public address revised with Hindi/English alternating every 30 sec; additional security (CISF) requested for Friday peaks. Resolution closed 31/08/2025 with action items for festival season.,Operations
"Fare Analysis Note for Q1 FY 2024-25 (DMRC/OPS/FARE/2024/Q1): Effective average fare ₹31.40 versus tariff card rate ₹32.10 due to 14% concessional student tokens and interchange capping on TR-301 to TR-329 segments. Peak hour load factor 91% on Yellow Line; proposed pilot for differential pricing deferred. Financial impact estimated ₹3.8 crore shortfall, offset by O&M cost control under energy optimization saving ₹2.1 crore.",Finance
Incident Report IR-NMRC-23-118 filed on 28/08/2024: Train TR-301 experienced an unscheduled brake application entering Sector 51 due to wheel slide protection activation on Car 3 (bogie B). No injuries reported; 2-minute delay. EMP-0932 isolated the BCU as per SOP BRK-07 and escorted the train to Depot. Wheel tread roughness exceeded 6.5 μm against limit of 5 μm; corrective turning scheduled at Depot-A on 30/08/2024. Passenger announcement logs and CCTV CAM-12/Platform reviewed—no unsafe crowding observed.,Safety & Compliance
"MMRCL Training Bulletin TB/OPS/2025/03 dated 18/03/2025: Orientation on Automatic Train Supervision (ATS) for Traffic Controllers will be held at Aarey Training Centre from 25/03/2025 to 28/03/2025. Batch size: 24; Eligible: EMP-3271 to EMP-3299 (as per list TRG-ATS-19). Curriculum includes EN 50126 RAMS basics, incident logging on ICS-4.0, and mock scenarios for TR-301/TR-318 line disruptions. Attendance will be captured via RFID and minimum 90% presence is compulsory for certification.",HR
"Compliance Violation Notice CVN-NMRC-2025-05: Vendor “SafeLift Elevators Pvt Ltd” failed to submit Form-III safety test certificates for Lift L2 & L4 at Pari Chowk (PRC) for Q3, despite reminders on 01/10/2025 and 25/10/2025. Penalty as per Clause 14.2 levied ₹25,000; invoice DEBIT-NMRC-115 dated 17/11/2025 issued. Access to machine room restricted to authorized EMP IDs only until compliance. Closure review scheduled 24/11/2025 with OEM representative.",Safety & Compliance
"Incident Report IR-OPS-3347: On 21/07/2025 at 19:22 hrs, a passenger fainted at DMRC Rajiv Chowk (RCK) platform 2. Station team EMP-1450 and EMP-2871 initiated Code Green, provided first aid, and coordinated with CATS ambulance. Train TR-528 was held 2 minutes for safe evacuation; cumulative corridor delay 7 minutes recovered by skipping dwell extension at Barakhamba Road and Mandi House. Passenger announcements were updated in Hindi/English per template PA-MED/03. Post-incident, crowd control barriers were re-aligned to maintain egress flow.",Operations
"OHE Maintenance Log: Patrol unit PU-OHE-05 (BMRCL Purple Line) inspected section KP-09 to KP-12 on 03/09/2025, 23:30–01:10 hrs. Contact wire height measured 5.30–5.35 m, stagger within ±200 mm; dropper at mast M-10 found loose (torque 42 N·m vs spec 55 N·m per RDSO TI/SPC/OHE/0130). EMP-0881 rectified and recorded new torque 56 N·m. Thermographic scan showed no hotspots at ATD-12 (max 38°C). Permit-to-work PTW-OHE-2025/431 closed; material issue voucher MIV-07/2025/118 for 2 clamps ₹2,940.",Engineering
"Tax Audit Working Paper – Section 43B and 37(1) review for FY 2023-24 (DMRC). Statutory dues payable as at 31/03/2024: GST ₹1.82 crore (paid 18/04/2024), TDS ₹2.11 crore (paid 07/04/2024), PF/ESI ₹0.56 crore (paid 15/04/2024). No provision for CSR expenditure made as average net profits negative over preceding three years per Companies Act Sec 135. Disallowance flagged: hospitality expenses ₹9,84,200 booked to Admin instead of Other Expenses; reclassification JV required before finalization of Form 3CD.",Finance
"Audit Note dated 12/07/2023: During the limited review of Q1 FY 2023-24, the Internal Audit Cell observed a variance of ₹18.6 lakh between SAP ledger GL 510003 (Electricity OPEX) and station-wise consumption summaries for Green Line stations YPR–Nagasandra. Voucher series FIN/OPX/2023/1173–1182 were verified; invoice INV-KEB-07/23 from BESCOM for ₹72.45 lakh (GSTIN 29ABCDE1234F1Z5) was booked on 06/07/2023 by EMP-0417. Recommendation: pass JV JV-23-07-142 to capitalize ₹3.2 lakh pertaining to traction sub-station upgrades at TSS-YNK as per Ind AS 16; remaining amount to be expensed. DMRC policy FIN-CAPEX-2019 Clause 4.2 applies.",Finance
"Internal Audit Observation IA/MMRC/2024/223 dated 29/07/2024: Contract PKG-UG-05 shows delay in mobilization advance adjustment. Unadjusted balance ₹1.76 crore as on 30/06/2024 despite RA Bill-14 certified. Interest recoverable per Clause 60.9: ₹2,18,400 computed at SBI MCLR + 2%. Project team to issue DRN by 05/08/2024; ledger JV code JV-CA-1056 to capture recovery.",Finance
"Memo Ref: HR/REC/2025/014 dated 12/02/2025. Panel interview for Station Controller/Train Operator (SC/TO) positions under Advt. No. DMRC/HR/SCTO/01-2025 will be held from 24/02/2025 to 27/02/2025 at Metro Bhawan, Barakhamba Road, New Delhi. Shortlisted candidates (Roll Nos. SC-2025-1183 to SC-2025-1342) must report by 09:00 hrs with original documents, Aadhaar, and NOC for serving employees. TA/DA is not admissible. Any discrepancy in caste certificate format as per DoPT OM dated 31/03/2016 will lead to provisional rejection.",HR
"Vendor Payment Status Update as on 28/06/2024: Payment to M/s Shree Cabling Works against Bill No. SCW/ML2/0424/019 for ₹27,36,980 (GST 18% included) held due to PBG validity lapse; BG No. ICICI/24/ML2/0147 expired 15/06/2024. Finance advises extension to 31/03/2025. RA Bill certified by EMP-0911; WCT @2% deducted; net payable ₹26,82,240 pending release in cycle FIN-RUN-26. UTR for earlier retention release: HDFCUTR240612009874 credited on 12/06/2024.",Finance
"Passenger Announcement Script Update PASU-DMRC-09/2024: Effective 06/08/2024, interchange advisories at Central Secretariat (CSB) to include dynamic platform allocation during short-turns. Script in Hindi/English to be triggered via ATS when headway exceeds 3:00 min between Patel Chowk (PTC) and Udyog Bhawan (UDH). Example: “Kripya dhyaan dein, aaj bheed ke karan...” Volume level capped at 82 dB(A) per IS 15255 to avoid passenger discomfort. Trial run completed on 03/08/2024 with TR-276 and TR-279; results satisfactory.",Operations
"Revenue Collection Summary – NMRC Aqua Line, Period 01/05/2024 to 31/05/2024: Total farebox revenue ₹14,62,37,580; NCMC recharge income ₹1,18,24,940; non-fare revenue (retail leases, ads) ₹2,07,56,320. Peak ridership recorded on 19/05/2024 at 2,41,870 passengers. Variance vs budget +3.2% primarily from Sector 51–Alpha 1 corridor. EMP-0921 to update fare elasticity model v2.4 and present at Finance Review on 07/06/2024.",Finance
"Tender Notice: MMRC/FIN/TN/2024/067 issued on 19/04/2024 invites e-bids for appointment of Statutory Auditor for FY 2024-25. Estimated cost: ₹42,00,000; EMD: ₹2,10,000; Bid submission deadline: 06/05/2024, 15:00 hrs; Technical bid opening: 06/05/2024, 16:00 hrs on CPP portal. Eligibility: Category I empanelment with C&AG, at least 3 metro audits in last 5 years. Payment terms: 80% on interim audit completion, 20% on final report. Contact: AGM (Finance), EMP-1026, Bandra-Kurla Complex office.",Finance
"Ticketing Audit Note TA/REV/NMRC/2025-044: On 06/11/2025 at Sector-142 (S142), AFC gates G2 and G3 recorded inconsistent tap-out rates relative to ingress counts. Revenue shortfall estimated at ₹18,460 for the 06:00–10:00 band. Station Controller EMP-2216 collected CCTV extracts (Cam-04, Cam-07) and reconciled 87 QR tickets with EFO-214 invoice bundle INV-NO-NMRC-5581. Vendor CTS SmartFare informed via email ref TKT-SF-198/2025; firmware patch v3.9.12 scheduled for 13/11/2025 at 01:30.",Operations
"SCADA Upgrade Incident Report, BMRCL OCC, Incident ID SCADA/INC/2025/311 dated 17/07/2025: Following firmware roll-up to v3.4.9 on RTU RTU-R5-PEE, 12 analog points from RSS-Yelachenahalli reported as bad quality. EMP-2548 rolled back to v3.3.7 at 03:15 hrs; data normalized. Root cause traced to scaling mismatch (4–20 mA to 0–16383) for feeder currents FDR-YEL-02/03. Action: update point database PDB-2025-07-R5 and perform end-to-end test with simulated load 450 A. Vendor support ticket VND-SCADA-7785 open; estimated service cost ₹1,12,000.",Engineering
"Training Bulletin TB-2024-STAFF-41 issued on 21/08/2024: All Train Operators and Station Controllers to complete e-learning module PAX-SAFE-101 (duration 1 hr 20 min) on passenger crowd management by 31/08/2024. Assessment quiz pass mark 80%; two attempts permitted. Attendance to be logged against employee IDs (e.g., EMP-0874, EMP-2591) via LMS Portal Ref INV-LMS-0821. Non-compliance affects quarterly competency rating per HR Policy HRP-09.",Safety & Compliance
"Revenue Collection Report for MMRC Line-3, Month: September 2024. Total fare revenue ₹38,14,27,560; non-fare revenue (advertisements, retail licences) ₹2,91,36,400. Station-wise variance flagged at CST (STN-CST) with a 7.8% month-on-month drop due to partial closure of Gate-3 for maintenance from 05/09/2024 to 17/09/2024. POS settlement lag reduced from T+3 to T+1 post integration with NPCI UPI Rail module on 12/09/2024. Prepared by EMP-2441; reviewed by EMP-1182.",Finance
"Audit Note dated 14/06/2024: As per Review File AF/FIN/2024-19, vendor M/s Shakti Fasteners Pvt. Ltd. (GSTIN: 29AAECS9123K1Z6) received payment of ₹48,73,220 via NEFT Ref. ID PAY/DMRC/0624/1187 against PO No. DMRC/PROC/BOLT/2023/147. TDS @ 1% and CGST/SGST @ 9% each were correctly deducted; however, GST input credit for Invoice INV-1478 dated 28/05/2024 is pending reconciliation in GSTR-2B. Responsible officer EMP-0327 to update reconciliation sheet by 20/06/2024 to avoid late fee under Section 47 of CGST Act.",Finance
"Maintenance Log: On 14/08/2025, TR-301 (Blue Line, DMRC) underwent scheduled bogie overhaul at Khyber Pass Depot. Wheel profile measured 910 mm average dia; back-to-back gauged at 1354.8 mm within IS:3458 tolerance. Primary suspension rubber-metal elements replaced (Lot No. RM-24-118). EMP-0327 updated Maximo WO# DMRC-MAINT-TRK-21478 and authorized purchase of SKF bearing set (₹1,86,750) against PR# DMRC/RS/PR/2025/0671. Post-maintenance dynamic brake test yielded 92% efficiency at 70 km/h; vibration on car DM-405 reduced from 2.1 mm/s to 1.3 mm/s (ISO 10816).",Engineering
"Audit Note: Ticketing revenue reconciliation for 01/07/2025–31/07/2025 (DMRC Blue Line Segment 3) shows AFC transaction count 14,28,516 against bank settlement report INV-AXIS-07/2025 for ₹12,73,94,580. Variance of ₹2,36,940 attributable to 1,182 QR tickets voided after gate malfunction at NOA (Noida City Centre) on 19/07/2025, incident ID OPS-AFC-2219. Vendor M/s TransTech Smart Gates Pvt. Ltd. to submit corrective action per SLA clause 4.2 within 7 working days. Station Managers EMP-0912 (Sector 62) and EMP-2379 (Botanical Garden) to certify adjustment memos by 05/08/2025.",Operations
"OHE Inspection Report – MMRC Line 3, Section C2 (Marol Naka–CSIA T1) dated 05/08/2024. Trolley run recorded stagger out-of-tolerance at mast M-174 (±450 mm vs IEC/IS limit ±300 mm). Contact wire wear at 10.6 mm; renewal threshold 10 mm as per OHE Standard DS/OHE/12. EMP-3310 raised defect ticket OHE-DEF-2024-0815; rectification planned in night block 00:30–03:30 on 07/08/2024. Safety lookout and isolation via SCADA Bay-12 authorized by OCC Santacruz.",Engineering
Safety Circular SC/OPS/2025/08 dated 06/02/2025 (MMRC): All train crew operating TBM-affected stretch CSMIA T1–Marol Naka to use restricted mode between KM 6.800–7.050; maximum acceleration 0.7 m/s² and service brake test at CSMT Depot exit. Any wheel slip events to be recorded in LogBook LB-TRN-25 with coach IDs. Non-compliance by EMP-1186 noted on 03/02/2025; counseling completed. Circular effective till geotechnical clearance memo GE/07/2025 is issued.,Operations
"Overhead Equipment (OHE) Preventive Maintenance: Section SAK–JLN (NMRC Line 1) isolated via SCADA command at 01:10 hrs on 10/08/2025 (Permit PTW-OHE-1187). Section insulators type 25 kV/1250 A cleaned; contact wire wear at mast 214 measured 11.6 mm (new 12.9 mm), within limit per ETI/OHE/13. Stagger at registration arm 214R recorded 190 mm in curve, corrected to 160 mm. Auto-tensioning device (20 kN) counterweight travel noted 1,245 mm; seasonal setting adjusted. Work certified by EMP-0739; supply restored at 03:05 hrs without SCADA alarms (Event Log SC-10-08-25-0310).",Engineering
"Safety Circular SC/Elec/2025/014 dated 03/08/2025: All OHE maintenance teams in DMRC Line-5 to enforce isolation tagging as per SOP OHE-06 before work on section SBJ–KIR (Chainage 12.4–15.7 km). Incident ID IN-OHE-2237 on 30/07/2025 revealed missing personal earths at portal P-178. EMP-3098 and EMP-2211 to conduct refresher training by 10/08/2025; consumables (portable earths, 25 kA rated) to be replenished under Indent No. DMRC/OHE/IND/597. Compliance to be confirmed via SCADA lockout log export (Event Codes 5101–5107).",Engineering
"Operational Directive OD-REV-2025-09: Effective 01/10/2025, ticketing system will round-off fare differentials below ₹1 to nearest rupee for Smart Card autoload top-ups to reduce transaction time at AFC by 0.4 seconds per tap. Software patch AFC-SW-7.12 to be deployed on 27/09/2025 midnight; rollback plan maintained at OCC. Station Masters to brief staff and display notice at entry gates; EMP-1450 to monitor revenue reports for anomalies during first week. No change to paper QR fares; TVM firmware remains at FW-5.9.",Operations
"CCTV Surveillance Audit Note NMRC/SEC/2025/AN-044 dated 22/08/2025: At Sector-76 (SC76), cameras CAM-PTZ-14 and CAM-DOME-22 show 12% frame drop during peak hours; NVR-02 storage utilization at 89%. Vendor NetVision India Pvt. Ltd. to upgrade firmware v3.2.11 to v3.2.18 and provision 8TB additional storage under AMC T-SEC/2023/118 by 30/08/2025. Access logs indicate two failed admin logins from IP 10.16.4.23 at 03:12 hrs; credentials reset and reported under Incident ID SEC-INC-2031. Compliance to IT-SOP-05 to be verified next audit cycle.",Safety & Compliance
